artist_id,artist_name,img_url
28083218,ナナヲアカリ,https://p2.music.126.net/uUUN57qTiveMY442WVWK2g==/109951168539760536.jpg
33927412,YOASOBI,https://p2.music.126.net/ab8rTLFv35V74OC5VzK5ng==/109951166701824746.jpg
13059968,Reol,https://p1.music.126.net/iB9Xetn3js7C8JtW--Vb9w==/109951167442305928.jpg
13059968,Reol,https://p1.music.126.net/iB9Xetn3js7C8JtW--Vb9w==/109951167442305928.jpg
46832974,しゃろう,https://p1.music.126.net/KoZIH0825mhvEmc88ly1cw==/109951165914580602.jpg
12508140,小裙边边边,https://p1.music.126.net/V55DfH0Kxdg7Me-VMGYu1Q==/109951163158037852.jpg
1180077,Fusq,https://p2.music.126.net/5CmPdM4FC1pSMQR6ft0xdA==/109951163955522609.jpg
46609676,吐息,https://p2.music.126.net/eDrKCOOe5lx5OKWtbYvjMQ==/109951166673041138.jpg
29896617,たかやん,https://p1.music.126.net/9ApYWO9lHY6e0EixsQhZgg==/109951167261517138.jpg
37609983,P丸様｡,https://p1.music.126.net/HQc7_QmeFVsDDrddFXUFWw==/109951168149659877.jpg
