song_id,song_name,song_url
1824020871,One Last Kiss,https://p2.music.126.net/l3G4LigZnOxFE9lB4bz_LQ==/109951165791860501.jpg
1896117715,Merry Christmas Mr. Lawrence - FYI,https://p2.music.126.net/_eqNbvXXwMQnC3IDWGF9nQ==/109951168170534717.jpg
22786083,First Love,https://p1.music.126.net/qoZkuf7BYl4hRi2vSSEXWQ==/109951165561290057.jpg
666443,Beautiful World,https://p2.music.126.net/0dD1op9wHdWIdO6gk1OQlQ==/18298072510006687.jpg
26092656,桜流し,https://p1.music.126.net/rOMeuBbPsVf0ihw_-q9iOw==/109951163081242244.jpg
666406,Prisoner Of Love,https://p2.music.126.net/ww6VW6W3R-qZC1omFOGdrA==/109951163083478522.jpg
1893335808,君に夢中,https://p2.music.126.net/331N9DIR7_YLUHm7Iag9Ng==/109951166600891152.jpg
2000827591,初恋 (2022 Remastering),https://p2.music.126.net/YlxVRDFbMYcYP-mlBmfKbg==/109951168210315828.jpg
666122,Goodbye Happiness,https://p2.music.126.net/Pqn7Sq2kzm2CyIRCVMdZgw==/18298072510006679.jpg
1845504308,PINK BLOOD,https://p1.music.126.net/cz2G4d1K7ML-m_UGiVaJOw==/109951165985506653.jpg
1910942794,BADモード,https://p2.music.126.net/tP-bYgkQmlGbvtgBDYxKdg==/109951166918890510.jpg
666395,Stay Gold,https://p1.music.126.net/ww6VW6W3R-qZC1omFOGdrA==/109951163083478522.jpg
430297308,二時間だけのバカンス,https://p1.music.126.net/dXPkqhPKxCkcfSIjJHcKcw==/3418381663464699.jpg
1938019067,T,https://p2.music.126.net/TY6Ix4bt3bkDIACXUU6s3A==/109951167289853830.jpg
667320,Automatic,https://p2.music.126.net/1M9AWU85QndaNKl6wPj4bQ==/18365142719545517.jpg
666448,Fly Me To The Moon(In Other Words),https://p1.music.126.net/0dD1op9wHdWIdO6gk1OQlQ==/18298072510006687.jpg
1361336639,This One (Crying Like A Child),https://p1.music.126.net/5aVK1v8rOx0mUVoB6rC_Ag==/109951164025847649.jpg
27158959,Come Back To Me,https://p2.music.126.net/gZdwUZdIF_jF_DHQ1HjVXQ==/2135251581170994.jpg
1301349918,夕凪,https://p2.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
22786055,Distance,https://p2.music.126.net/9w-hf7aD5GaaJBCTeJghOg==/18365142719545521.jpg
430208458,道,https://p2.music.126.net/dXPkqhPKxCkcfSIjJHcKcw==/3418381663464699.jpg
430208484,真夏の通り雨,https://p1.music.126.net/dXPkqhPKxCkcfSIjJHcKcw==/3418381663464699.jpg
666283,Beautiful World -PLANiTb Acoustica Mix-,https://p2.music.126.net/mL1JQzjJfGqOMu7fgquteg==/109951166195028572.jpg
2020639987,Rule (Kimini Muchuu) (Live 2023),https://p2.music.126.net/t3ZN9RdVyxrI3PiqWOlvuQ==/109951168292841890.jpg
666465,Flavor Of Life,https://p1.music.126.net/bmVmG8Rd9PXX5h9Ok-E1Zg==/18428914393423563.jpg
430297309,俺の彼女,https://p2.music.126.net/dXPkqhPKxCkcfSIjJHcKcw==/3418381663464699.jpg
1301349912,あなた,https://p1.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
1301349913,誓い,https://p2.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
1910942795,気分じゃないの (Not In The Mood),https://p2.music.126.net/tP-bYgkQmlGbvtgBDYxKdg==/109951166918890510.jpg
22786075,Time Will Tell,https://p1.music.126.net/qoZkuf7BYl4hRi2vSSEXWQ==/109951165561290057.jpg
1361335444,Apple And Cinnamon,https://p1.music.126.net/5aVK1v8rOx0mUVoB6rC_Ag==/109951164025847649.jpg
1301349911,Play a Love Song,https://p1.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
1400574044,浪漫と算盤 (LDN ver.),https://p1.music.126.net/DIUGoG3aK72YnYLEyGOlQA==/109951164485234824.jpg
1301350098,Good Night,https://p2.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
22786058,Eternally,https://p2.music.126.net/9w-hf7aD5GaaJBCTeJghOg==/18365142719545521.jpg
666389,HEART STATION,https://p1.music.126.net/ww6VW6W3R-qZC1omFOGdrA==/109951163083478522.jpg
565890090,丸ノ内サディスティック,https://p2.music.126.net/7hcV11pbuQMv-YjFOIpe-w==/109951164073349282.jpg
1910937518,Find Love,https://p1.music.126.net/tP-bYgkQmlGbvtgBDYxKdg==/109951166918890510.jpg
1301350099,嫉妬されるべき人生,https://p1.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
666504,Blue,https://p2.music.126.net/GOk-g-XNF2Abp8PyHfjkgQ==/109951163083475165.jpg
22786029,幸せになろう,https://p1.music.126.net/-VpQqoxTVpgEzpD1EkuupQ==/109951163083479046.jpg
22786028,Deep River,https://p1.music.126.net/-VpQqoxTVpgEzpD1EkuupQ==/109951163083479046.jpg
1301349914,Forevermore,https://p1.music.126.net/xs2CqJ33RMMGdHyvozr8zg==/109951167931780084.jpg
666506,日曜の朝,https://p1.music.126.net/GOk-g-XNF2Abp8PyHfjkgQ==/109951163083475165.jpg
1910942798,Somewhere Near Marseilles ーマルセイユ辺りー,https://p1.music.126.net/tP-bYgkQmlGbvtgBDYxKdg==/109951166918890510.jpg
1331932032,Don't Think Twice,https://p1.music.126.net/q9pG5RgAnm8zwCNny94BnQ==/109951167931838883.jpg
1910937517,Time,https://p1.music.126.net/tP-bYgkQmlGbvtgBDYxKdg==/109951166918890510.jpg
1950676846,Face My Fears (English Version) (Live Version),https://p1.music.126.net/fn4N3DyE0Tn_Fqg34Z5AXA==/109951167475798428.jpg
1910942796,誰にも言わない,https://p2.music.126.net/tP-bYgkQmlGbvtgBDYxKdg==/109951166918890510.jpg
528864881,Lonely One,https://p1.music.126.net/VpLFgk4by3UHEDAZbpqo5A==/109951165593754816.jpg
